intensities	type	dataset	set
656	oob_red	3C_dis	Discovery samples
516	oob_red	3C_dis	Discovery samples
664	oob_red	3C_dis	Discovery samples
657	oob_red	3C_dis	Discovery samples
571	oob_red	3C_dis	Discovery samples
742	oob_red	3C_dis	Discovery samples
793	oob_red	3C_dis	Discovery samples
801	oob_red	3C_dis	Discovery samples
935	oob_red	3C_dis	Discovery samples
615	oob_red	3C_dis	Discovery samples
722	oob_red	3C_dis	Discovery samples
785	oob_red	3C_dis	Discovery samples
777	oob_red	3C_dis	Discovery samples
681	oob_red	3C_dis	Discovery samples
711	oob_red	3C_dis	Discovery samples
747	oob_red	3C_dis	Discovery samples
789	oob_red	3C_dis	Discovery samples
523	oob_red	3C_dis	Discovery samples
587	oob_red	3C_dis	Discovery samples
676	oob_red	3C_dis	Discovery samples
0	oob_red	3C_dis	Discovery samples
417	oob_red	3C_dis	Discovery samples
434	oob_red	3C_dis	Discovery samples
449	oob_red	3C_dis	Discovery samples
419	oob_red	3C_dis	Discovery samples
716	oob_red	3C_dis	Discovery samples
774	oob_red	3C_dis	Discovery samples
816	oob_red	3C_dis	Discovery samples
802	oob_red	3C_dis	Discovery samples
616.5	oob_red	3C_dis	Discovery samples
626	oob_red	3C_dis	Discovery samples
617	oob_red	3C_dis	Discovery samples
630	oob_red	3C_dis	Discovery samples
616	oob_red	3C_dis	Discovery samples
611	oob_red	3C_dis	Discovery samples
733	oob_red	3C_dis	Discovery samples
748	oob_red	3C_dis	Discovery samples
632	oob_red	3C_dis	Discovery samples
664	oob_red	3C_dis	Discovery samples
722	oob_red	3C_dis	Discovery samples
774	oob_red	3C_dis	Discovery samples
556	oob_red	3C_dis	Discovery samples
625	oob_red	3C_dis	Discovery samples
656	oob_red	3C_dis	Discovery samples
563	oob_red	3C_dis	Discovery samples
499	oob_red	3C_dis	Discovery samples
640	oob_red	3C_dis	Discovery samples
636	oob_red	3C_dis	Discovery samples
639	oob_red	3C_dis	Discovery samples
409	oob_red	3C_dis	Discovery samples
473	oob_red	3C_dis	Discovery samples
577	oob_red	3C_dis	Discovery samples
528	oob_red	3C_dis	Discovery samples
589	oob_red	3C_dis	Discovery samples
663	oob_red	3C_dis	Discovery samples
771	oob_red	3C_dis	Discovery samples
744	oob_red	3C_dis	Discovery samples
409	oob_red	3C_dis	Discovery samples
553	oob_red	3C_dis	Discovery samples
534	oob_red	3C_dis	Discovery samples
533	oob_red	3C_dis	Discovery samples
603	oob_red	3C_dis	Discovery samples
650	oob_red	3C_dis	Discovery samples
661	oob_red	3C_dis	Discovery samples
670	oob_red	3C_dis	Discovery samples
489	oob_red	3C_dis	Discovery samples
483	oob_red	3C_dis	Discovery samples
460	oob_red	3C_dis	Discovery samples
591	oob_red	3C_dis	Discovery samples
407	oob_red	3C_dis	Discovery samples
390	oob_red	3C_dis	Discovery samples
456	oob_red	3C_dis	Discovery samples
443	oob_red	3C_dis	Discovery samples
446	oob_red	3C_dis	Discovery samples
485	oob_red	3C_dis	Discovery samples
537	oob_red	3C_dis	Discovery samples
543	oob_red	3C_dis	Discovery samples
518	oob_red	3C_dis	Discovery samples
495	oob_red	3C_dis	Discovery samples
518	oob_red	3C_dis	Discovery samples
632	oob_red	3C_dis	Discovery samples
411	oob_red	3C_dis	Discovery samples
468	oob_red	3C_dis	Discovery samples
534	oob_red	3C_dis	Discovery samples
515	oob_red	3C_dis	Discovery samples
441	oob_red	3C_dis	Discovery samples
428	oob_red	3C_dis	Discovery samples
432	oob_red	3C_dis	Discovery samples
455	oob_red	3C_dis	Discovery samples
469	oob_red	3C_dis	Discovery samples
524	oob_red	3C_dis	Discovery samples
605	oob_red	3C_dis	Discovery samples
584	oob_red	3C_dis	Discovery samples
490	oob_red	3C_dis	Discovery samples
501	oob_red	3C_dis	Discovery samples
500	oob_red	3C_dis	Discovery samples
581	oob_red	3C_dis	Discovery samples
573	oob_red	3C_dis	Discovery samples
519	oob_red	3C_dis	Discovery samples
571	oob_red	3C_dis	Discovery samples
600	oob_red	3C_dis	Discovery samples
459	oob_red	3C_dis	Discovery samples
489	oob_red	3C_dis	Discovery samples
504	oob_red	3C_dis	Discovery samples
515	oob_red	3C_dis	Discovery samples
433	oob_red	3C_dis	Discovery samples
473	oob_red	3C_dis	Discovery samples
481	oob_red	3C_dis	Discovery samples
559	oob_red	3C_dis	Discovery samples
519	oob_red	3C_dis	Discovery samples
653	oob_red	3C_dis	Discovery samples
648	oob_red	3C_dis	Discovery samples
666	oob_red	3C_dis	Discovery samples
455	oob_red	3C_dis	Discovery samples
406	oob_red	3C_dis	Discovery samples
418	oob_red	3C_dis	Discovery samples
425	oob_red	3C_dis	Discovery samples
496	oob_red	3C_dis	Discovery samples
472	oob_red	3C_dis	Discovery samples
483	oob_red	3C_dis	Discovery samples
489	oob_red	3C_dis	Discovery samples
622	oob_red	3C_dis	Discovery samples
640	oob_red	3C_dis	Discovery samples
702	oob_red	3C_dis	Discovery samples
703	oob_red	3C_dis	Discovery samples
549	oob_red	3C_dis	Discovery samples
545	oob_red	3C_dis	Discovery samples
540	oob_red	3C_dis	Discovery samples
599	oob_red	3C_dis	Discovery samples
437	oob_red	3C_dis	Discovery samples
508	oob_red	3C_dis	Discovery samples
513	oob_red	3C_dis	Discovery samples
592	oob_red	3C_dis	Discovery samples
408	oob_red	3C_dis	Discovery samples
442	oob_red	3C_dis	Discovery samples
457	oob_red	3C_dis	Discovery samples
490	oob_red	3C_dis	Discovery samples
480	oob_red	3C_dis	Discovery samples
533	oob_red	3C_dis	Discovery samples
577	oob_red	3C_dis	Discovery samples
594	oob_red	3C_dis	Discovery samples
486	oob_red	3C_dis	Discovery samples
555	oob_red	3C_dis	Discovery samples
528	oob_red	3C_dis	Discovery samples
563	oob_red	3C_dis	Discovery samples
434	oob_red	3C_dis	Discovery samples
472	oob_red	3C_dis	Discovery samples
589	oob_red	3C_dis	Discovery samples
563	oob_red	3C_dis	Discovery samples
447	oob_red	3C_dis	Discovery samples
436	oob_red	3C_dis	Discovery samples
475	oob_red	3C_dis	Discovery samples
502	oob_red	3C_dis	Discovery samples
360	oob_red	3C_dis	Discovery samples
510	oob_red	3C_dis	Discovery samples
509	oob_red	3C_dis	Discovery samples
495	oob_red	3C_dis	Discovery samples
419	oob_red	3C_dis	Discovery samples
524	oob_red	3C_dis	Discovery samples
584	oob_red	3C_dis	Discovery samples
546	oob_red	3C_dis	Discovery samples
497	oob_red	3C_dis	Discovery samples
537	oob_red	3C_dis	Discovery samples
521	oob_red	3C_dis	Discovery samples
452	oob_red	3C_dis	Discovery samples
334	oob_red	3C_dis	Discovery samples
569	oob_red	3C_dis	Discovery samples
593	oob_red	3C_dis	Discovery samples
506	oob_red	3C_dis	Discovery samples
422	oob_red	3C_dis	Discovery samples
443	oob_red	3C_dis	Discovery samples
441	oob_red	3C_dis	Discovery samples
387	oob_red	3C_dis	Discovery samples
439	oob_red	3C_dis	Discovery samples
460	oob_red	3C_dis	Discovery samples
442.5	oob_red	3C_dis	Discovery samples
495	oob_red	3C_dis	Discovery samples
410	oob_red	3C_dis	Discovery samples
670	oob_red	3C_dis	Discovery samples
604.5	oob_red	3C_dis	Discovery samples
621	oob_red	3C_dis	Discovery samples
494	oob_red	3C_dis	Discovery samples
587	oob_red	3C_dis	Discovery samples
521	oob_red	3C_dis	Discovery samples
648	oob_red	3C_dis	Discovery samples
382	oob_red	3C_dis	Discovery samples
481	oob_red	3C_dis	Discovery samples
546	oob_red	3C_dis	Discovery samples
600	oob_red	3C_dis	Discovery samples
575	oob_red	3C_dis	Discovery samples
596	oob_red	3C_dis	Discovery samples
623	oob_red	3C_dis	Discovery samples
699	oob_red	3C_dis	Discovery samples
403	oob_red	3C_dis	Discovery samples
554	oob_red	3C_dis	Discovery samples
544	oob_red	3C_dis	Discovery samples
538	oob_red	3C_dis	Discovery samples
493	oob_red	3C_dis	Discovery samples
587	oob_red	3C_dis	Discovery samples
686	oob_red	3C_dis	Discovery samples
772	oob_red	3C_dis	Discovery samples
490	oob_red	3C_dis	Discovery samples
661	oob_red	3C_dis	Discovery samples
717	oob_red	3C_dis	Discovery samples
687	oob_red	3C_dis	Discovery samples
516	oob_red	3C_dis	Discovery samples
566	oob_red	3C_dis	Discovery samples
626	oob_red	3C_dis	Discovery samples
777	oob_red	3C_dis	Discovery samples
397	oob_red	3C_dis	Discovery samples
424	oob_red	3C_dis	Discovery samples
488	oob_red	3C_dis	Discovery samples
504	oob_red	3C_dis	Discovery samples
507	oob_red	3C_dis	Discovery samples
666	oob_red	3C_dis	Discovery samples
678	oob_red	3C_dis	Discovery samples
792	oob_red	3C_dis	Discovery samples
533	oob_red	3C_dis	Discovery samples
771	oob_red	3C_dis	Discovery samples
674	oob_red	3C_dis	Discovery samples
600	oob_red	3C_dis	Discovery samples
358	oob_red	3C_dis	Discovery samples
606	oob_red	3C_dis	Discovery samples
695	oob_red	3C_dis	Discovery samples
632	oob_red	3C_dis	Discovery samples
470	oob_red	3C_dis	Discovery samples
488	oob_red	3C_dis	Discovery samples
548	oob_red	3C_dis	Discovery samples
583	oob_red	3C_dis	Discovery samples
468	oob_red	3C_dis	Discovery samples
481	oob_red	3C_dis	Discovery samples
512	oob_red	3C_dis	Discovery samples
558	oob_red	3C_dis	Discovery samples
419	oob_red	3C_dis	Discovery samples
483	oob_red	3C_dis	Discovery samples
376	oob_red	3C_dis	Discovery samples
527	oob_red	3C_dis	Discovery samples
503	oob_red	3C_dis	Discovery samples
462	oob_red	3C_dis	Discovery samples
578	oob_red	3C_dis	Discovery samples
540	oob_red	3C_dis	Discovery samples
399	oob_red	3C_dis	Discovery samples
536	oob_red	3C_dis	Discovery samples
588	oob_red	3C_dis	Discovery samples
597	oob_red	3C_dis	Discovery samples
405	oob_red	3C_dis	Discovery samples
448	oob_red	3C_dis	Discovery samples
424	oob_red	3C_dis	Discovery samples
502	oob_red	3C_dis	Discovery samples
450	oob_red	3C_dis	Discovery samples
378	oob_red	3C_dis	Discovery samples
407	oob_red	3C_dis	Discovery samples
510	oob_red	3C_dis	Discovery samples
441	oob_red	3C_dis	Discovery samples
496	oob_red	3C_dis	Discovery samples
656	oob_red	3C_dis	Discovery samples
600	oob_red	3C_dis	Discovery samples
516	oob_red	3C_dis	Discovery samples
542	oob_red	3C_dis	Discovery samples
545	oob_red	3C_dis	Discovery samples
578	oob_red	3C_dis	Discovery samples
370	oob_red	3C_dis	Discovery samples
514	oob_red	3C_dis	Discovery samples
560	oob_red	3C_dis	Discovery samples
585	oob_red	3C_dis	Discovery samples
493	oob_red	3C_dis	Discovery samples
563	oob_red	3C_dis	Discovery samples
647	oob_red	3C_dis	Discovery samples
681	oob_red	3C_dis	Discovery samples
464	oob_red	3C_dis	Discovery samples
536	oob_red	3C_dis	Discovery samples
562	oob_red	3C_dis	Discovery samples
627	oob_red	3C_dis	Discovery samples
497	oob_red	3C_dis	Discovery samples
592	oob_red	3C_dis	Discovery samples
508	oob_red	3C_dis	Discovery samples
801	oob_red	3C_dis	Discovery samples
449	oob_red	3C_dis	Discovery samples
525.5	oob_red	3C_dis	Discovery samples
533	oob_red	3C_dis	Discovery samples
557	oob_red	3C_dis	Discovery samples
493	oob_red	3C_dis	Discovery samples
455	oob_red	3C_dis	Discovery samples
450	oob_red	3C_dis	Discovery samples
664.5	oob_red	3C_dis	Discovery samples
476	oob_red	3C_dis	Discovery samples
509	oob_red	3C_dis	Discovery samples
516	oob_red	3C_dis	Discovery samples
625	oob_red	3C_dis	Discovery samples
334	oob_red	3C_dis	Discovery samples
454	oob_red	3C_dis	Discovery samples
480	oob_red	3C_dis	Discovery samples
636	oob_red	3C_dis	Discovery samples
597	oob_red	3C_dis	Discovery samples
619	oob_red	3C_dis	Discovery samples
683	oob_red	3C_dis	Discovery samples
722.5	oob_red	3C_dis	Discovery samples
403	oob_red	3C_dis	Discovery samples
427	oob_red	3C_dis	Discovery samples
427	oob_red	3C_dis	Discovery samples
479	oob_red	3C_dis	Discovery samples
357	oob_red	3C_dis	Discovery samples
397	oob_red	3C_dis	Discovery samples
530	oob_red	3C_dis	Discovery samples
551	oob_red	3C_dis	Discovery samples
337	oob_red	3C_dis	Discovery samples
330	oob_red	3C_dis	Discovery samples
498	oob_red	3C_dis	Discovery samples
497	oob_red	3C_dis	Discovery samples
528	oob_red	3C_dis	Discovery samples
647	oob_red	3C_dis	Discovery samples
624	oob_red	3C_dis	Discovery samples
763	oob_red	3C_dis	Discovery samples
390	oob_red	3C_dis	Discovery samples
430	oob_red	3C_dis	Discovery samples
469	oob_red	3C_dis	Discovery samples
592	oob_red	3C_dis	Discovery samples
375	oob_red	3C_dis	Discovery samples
426.5	oob_red	3C_dis	Discovery samples
413	oob_red	3C_dis	Discovery samples
523	oob_red	3C_dis	Discovery samples
312	oob_red	3C_dis	Discovery samples
340	oob_red	3C_dis	Discovery samples
368	oob_red	3C_dis	Discovery samples
414	oob_red	3C_dis	Discovery samples
409	oob_red	3C_dis	Discovery samples
492	oob_red	3C_dis	Discovery samples
570	oob_red	3C_dis	Discovery samples
537	oob_red	3C_dis	Discovery samples
399	oob_red	3C_dis	Discovery samples
447	oob_red	3C_dis	Discovery samples
415	oob_red	3C_dis	Discovery samples
609	oob_red	3C_dis	Discovery samples
591	oob_red	3C_dis	Discovery samples
608	oob_red	3C_dis	Discovery samples
558	oob_red	3C_dis	Discovery samples
626	oob_red	3C_dis	Discovery samples
492	oob_red	3C_dis	Discovery samples
616	oob_red	3C_dis	Discovery samples
649	oob_red	3C_dis	Discovery samples
605	oob_red	3C_dis	Discovery samples
537	oob_red	3C_dis	Discovery samples
548	oob_red	3C_dis	Discovery samples
617	oob_red	3C_dis	Discovery samples
590	oob_red	3C_dis	Discovery samples
382	oob_red	3C_dis	Discovery samples
496	oob_red	3C_dis	Discovery samples
381	oob_red	3C_dis	Discovery samples
461	oob_red	3C_dis	Discovery samples
608	oob_red	3C_dis	Discovery samples
663	oob_red	3C_dis	Discovery samples
664	oob_red	3C_dis	Discovery samples
621	oob_red	3C_dis	Discovery samples
370	oob_red	3C_dis	Discovery samples
417	oob_red	3C_dis	Discovery samples
414	oob_red	3C_dis	Discovery samples
419	oob_red	3C_dis	Discovery samples
434	oob_red	3C_dis	Discovery samples
494	oob_red	3C_dis	Discovery samples
516	oob_red	3C_dis	Discovery samples
545	oob_red	3C_dis	Discovery samples
367	oob_red	3C_dis	Discovery samples
440	oob_red	3C_dis	Discovery samples
539	oob_red	3C_dis	Discovery samples
543	oob_red	3C_dis	Discovery samples
372	oob_red	3C_dis	Discovery samples
492	oob_red	3C_dis	Discovery samples
471	oob_red	3C_dis	Discovery samples
574	oob_red	3C_dis	Discovery samples
510	oob_red	3C_dis	Discovery samples
578	oob_red	3C_dis	Discovery samples
544	oob_red	3C_dis	Discovery samples
569	oob_red	3C_dis	Discovery samples
411	oob_red	3C_dis	Discovery samples
537	oob_red	3C_dis	Discovery samples
556	oob_red	3C_dis	Discovery samples
619	oob_red	3C_dis	Discovery samples
583	oob_red	3C_dis	Discovery samples
580	oob_red	3C_dis	Discovery samples
597	oob_red	3C_dis	Discovery samples
568	oob_red	3C_dis	Discovery samples
472	oob_red	3C_dis	Discovery samples
602	oob_red	3C_dis	Discovery samples
714	oob_red	3C_dis	Discovery samples
640	oob_red	3C_dis	Discovery samples
567	oob_red	3C_dis	Discovery samples
447	oob_red	3C_dis	Discovery samples
492	oob_red	3C_dis	Discovery samples
561	oob_red	3C_dis	Discovery samples
554	oob_red	3C_dis	Discovery samples
573	oob_red	3C_dis	Discovery samples
519	oob_red	3C_dis	Discovery samples
523	oob_red	3C_dis	Discovery samples
567	oob_red	3C_dis	Discovery samples
567	oob_red	3C_dis	Discovery samples
516	oob_red	3C_dis	Discovery samples
516	oob_red	3C_dis	Discovery samples
473	oob_red	3C_dis	Discovery samples
468	oob_red	3C_dis	Discovery samples
443	oob_red	3C_dis	Discovery samples
600.5	oob_red	3C_dis	Discovery samples
616	oob_red	3C_dis	Discovery samples
605	oob_red	3C_dis	Discovery samples
594	oob_red	3C_dis	Discovery samples
587	oob_red	3C_dis	Discovery samples
662	oob_red	3C_dis	Discovery samples
502	oob_red	3C_dis	Discovery samples
490	oob_red	3C_dis	Discovery samples
607	oob_red	3C_dis	Discovery samples
560	oob_red	3C_dis	Discovery samples
565	oob_red	3C_dis	Discovery samples
324	oob_red	3C_dis	Discovery samples
549	oob_red	3C_dis	Discovery samples
522	oob_red	3C_dis	Discovery samples
564	oob_red	3C_dis	Discovery samples
609	oob_red	3C_dis	Discovery samples
421	oob_red	3C_dis	Discovery samples
584	oob_red	3C_dis	Discovery samples
620	oob_red	3C_dis	Discovery samples
587	oob_red	3C_dis	Discovery samples
475	oob_red	3C_dis	Discovery samples
505	oob_red	3C_dis	Discovery samples
602	oob_red	3C_dis	Discovery samples
549	oob_red	3C_dis	Discovery samples
558	oob_red	3C_dis	Discovery samples
561	oob_red	3C_dis	Discovery samples
515	oob_red	3C_dis	Discovery samples
517	oob_red	3C_dis	Discovery samples
542	oob_red	3C_dis	Discovery samples
547	oob_red	3C_dis	Discovery samples
696	oob_red	3C_dis	Discovery samples
523	oob_red	3C_dis	Discovery samples
568	oob_red	3C_dis	Discovery samples
545	oob_red	3C_dis	Discovery samples
486	oob_red	3C_dis	Discovery samples
621	oob_red	3C_dis	Discovery samples
388	oob_red	3C_dis	Discovery samples
441	oob_red	3C_dis	Discovery samples
424	oob_red	3C_dis	Discovery samples
524	oob_red	3C_dis	Discovery samples
551	oob_red	3C_dis	Discovery samples
427	oob_red	3C_dis	Discovery samples
533	oob_red	3C_dis	Discovery samples
583	oob_red	3C_dis	Discovery samples
401	oob_red	3C_dis	Discovery samples
596	oob_red	3C_dis	Discovery samples
344	oob_red	3C_dis	Discovery samples
400	oob_red	3C_dis	Discovery samples
403	oob_red	3C_dis	Discovery samples
402	oob_red	3C_dis	Discovery samples
456	oob_red	3C_dis	Discovery samples
715	oob_red	3C_dis	Discovery samples
640	oob_red	3C_dis	Discovery samples
687	oob_red	3C_dis	Discovery samples
738.5	oob_red	3C_dis	Discovery samples
690	oob_red	3C_dis	Discovery samples
540	oob_red	3C_dis	Discovery samples
612	oob_red	3C_dis	Discovery samples
602	oob_red	3C_dis	Discovery samples
548	oob_red	3C_dis	Discovery samples
510	oob_red	3C_dis	Discovery samples
437	oob_red	3C_dis	Discovery samples
489	oob_red	3C_dis	Discovery samples
554	oob_red	3C_dis	Discovery samples
565	oob_red	3C_dis	Discovery samples
565	oob_red	3C_dis	Discovery samples
406	oob_red	3C_dis	Discovery samples
407	oob_red	3C_dis	Discovery samples
412	oob_red	3C_dis	Discovery samples
493	oob_red	3C_dis	Discovery samples
502	oob_red	3C_dis	Discovery samples
512	oob_red	3C_dis	Discovery samples
565	oob_red	3C_dis	Discovery samples
577	oob_red	3C_dis	Discovery samples
628	oob_red	3C_dis	Discovery samples
573	oob_red	3C_dis	Discovery samples
605	oob_red	3C_dis	Discovery samples
663	oob_red	3C_dis	Discovery samples
737	oob_red	3C_dis	Discovery samples
646	oob_red	3C_dis	Discovery samples
508	oob_red	3C_dis	Discovery samples
428	oob_red	3C_dis	Discovery samples
452	oob_red	3C_dis	Discovery samples
515	oob_red	3C_dis	Discovery samples
464	oob_red	3C_dis	Discovery samples
610	oob_red	3C_dis	Discovery samples
423	oob_red	3C_dis	Discovery samples
504.5	oob_red	3C_dis	Discovery samples
456	oob_red	3C_dis	Discovery samples
568.5	oob_red	3C_dis	Discovery samples
580	oob_red	3C_dis	Discovery samples
498	oob_red	3C_dis	Discovery samples
576	oob_red	3C_dis	Discovery samples
661	oob_red	3C_dis	Discovery samples
772	oob_red	3C_dis	Discovery samples
402	oob_red	3C_dis	Discovery samples
512	oob_red	3C_dis	Discovery samples
486	oob_red	3C_dis	Discovery samples
494	oob_red	3C_dis	Discovery samples
364	oob_red	3C_dis	Discovery samples
420	oob_red	3C_dis	Discovery samples
489	oob_red	3C_dis	Discovery samples
556	oob_red	3C_dis	Discovery samples
351	oob_red	3C_dis	Discovery samples
424	oob_red	3C_dis	Discovery samples
444	oob_red	3C_dis	Discovery samples
511	oob_red	3C_dis	Discovery samples
420	oob_red	3C_dis	Discovery samples
598	oob_red	3C_dis	Discovery samples
684	oob_red	3C_dis	Discovery samples
716	oob_red	3C_dis	Discovery samples
427	oob_red	3C_dis	Discovery samples
480	oob_red	3C_dis	Discovery samples
561	oob_red	3C_dis	Discovery samples
596	oob_red	3C_dis	Discovery samples
368	oob_red	3C_dis	Discovery samples
437	oob_red	3C_dis	Discovery samples
515	oob_red	3C_dis	Discovery samples
